#time	cps	counts	seconds	cpm_3	cpm_30	cpm_300	peak_3	peak_30	peak_300	src	site
2026-09-02T12:23:00	0.462	14	30.3352	0.0	28.0	29.0	100.0	40.0	31.6	flash	Bellevue High School
2026-09-02T12:23:30	18.006	528	29.324	20.0	1056.0	133.6	10320.0	1062.0	133.6	flash	Bellevue High School
2026-09-02T12:24:00	0.725	22	30.3352	20.0	44.0	133.4	100.0	1064.0	135.6	flash	Bellevue High School
2026-09-02T12:24:30	0.923	28	30.3352	0.0	56.0	137.0	160.0	58.0	137.0	flash	Bellevue High School
2026-09-02T12:25:00	0.546	16	29.324	40.0	32.0	136.8	80.0	64.0	137.2	flash	Bellevue High School
2026-09-02T12:25:30	0.659	20	30.3352	0.0	40.0	137.8	80.0	44.0	138.0	flash	Bellevue High School
2026-09-02T12:26:00	0.692	21	30.3352	40.0	42.0	140.2	100.0	44.0	140.6	flash	Bellevue High School
2026-09-02T12:26:30	18.040	529	29.324	20.0	1058.0	242.6	10300.0	1068.0	243.2	flash	Bellevue High School
2026-09-02T12:27:00	0.099	3	30.3352	0.0	6.0	239.2	40.0	1060.0	242.8	flash	Bellevue High School
2026-09-02T12:27:30	0.527	16	30.3352	60.0	32.0	239.4	100.0	32.0	240.0	flash	Bellevue High School
2026-09-02T12:28:00	0.580	17	29.324	0.0	36.0	240.0	120.0	44.0	240.8	flash	Bellevue High School
2026-09-02T12:28:30	0.264	8	30.3352	0.0	16.0	136.0	60.0	34.0	240.0	flash	Bellevue High School
2026-09-02T12:29:00	0.494	15	30.3352	0.0	30.0	134.6	160.0	30.0	135.4	flash	Bellevue High School
2026-09-02T12:29:30	26.974	791	29.324	140.0	1582.0	287.2	15420.0	1588.0	289.8	flash	Bellevue High School
2026-09-02T12:30:00	0.692	21	30.3352	0.0	42.0	288.2	180.0	1588.0	289.2	flash	Bellevue High School
2026-09-02T12:30:30	0.758	23	30.3352	0.0	46.0	288.8	160.0	48.0	289.4	flash	Bellevue High School
2026-09-02T12:31:00	0.341	10	29.324	40.0	20.0	286.6	60.0	46.0	289.0	flash	Bellevue High School
2026-09-02T12:31:30	0.462	14	30.3352	40.0	28.0	183.6	120.0	30.0	287.8	flash	Bellevue High School
2026-09-02T12:32:00	0.692	21	30.3352	0.0	42.0	187.2	120.0	46.0	187.2	flash	Bellevue High School
2026-09-02T12:32:30	0.375	11	29.324	40.0	22.0	186.4	60.0	44.0	187.6	flash	Bellevue High School
2026-09-02T12:33:00	0.857	26	30.3352	0.0	52.0	188.0	220.0	56.0	188.0	flash	Bellevue High School
2026-09-02T12:33:30	0.758	23	30.3352	20.0	46.0	191.0	140.0	76.0	191.0	flash	Bellevue High School
2026-09-02T12:34:00	0.853	25	29.324	60.0	52.0	193.0	200.0	52.0	193.6	flash	Bellevue High School
2026-09-02T12:34:30	0.363	11	30.3352	20.0	22.0	37.0	100.0	54.0	193.0	flash	Bellevue High School
2026-09-02T12:35:00	0.593	18	30.3352	20.0	36.0	36.4	160.0	44.0	36.8	flash	Bellevue High School
2026-09-02T12:35:30	0.682	20	29.324	0.0	40.0	35.8	160.0	56.0	37.2	flash	Bellevue High School
2026-09-02T12:36:00	0.626	19	30.3352	0.0	38.0	37.6	100.0	50.0	38.0	flash	Bellevue High School
2026-09-02T12:36:30	0.462	14	30.3352	80.0	28.0	37.6	120.0	40.0	37.8	flash	Bellevue High School
2026-09-02T12:37:00	0.614	18	29.324	60.0	38.0	37.0	120.0	44.0	37.6	flash	Bellevue High School
2026-09-02T12:37:30	0.396	12	30.3352	0.0	24.0	37.2	80.0	46.0	38.0	flash	Bellevue High School
2026-09-02T12:38:00	0.758	23	30.3352	60.0	46.0	36.6	140.0	46.0	38.6	flash	Bellevue High School
2026-09-02T12:38:30	9.003	264	29.324	0.0	530.0	85.0	5120.0	554.0	86.4	flash	Bellevue High School
2026-09-02T12:39:00	0.692	21	30.3352	0.0	42.0	84.0	120.0	534.0	86.8	flash	Bellevue High School
2026-09-02T12:39:30	0.626	19	30.3352	80.0	38.0	85.6	160.0	52.0	86.0	flash	Bellevue High School
2026-09-02T12:40:00	0.921	27	29.324	160.0	54.0	87.4	160.0	54.0	87.4	flash	Bellevue High School
2026-09-02T12:40:30	0.330	10	30.3352	20.0	20.0	85.4	120.0	54.0	87.6	flash	Bellevue High School
2026-09-02T12:41:00	0.396	12	30.3352	20.0	24.0	84.0	80.0	34.0	85.6	flash	Bellevue High School
2026-09-02T12:41:30	0.753	22	29.2346	0.0	44.0	85.8	160.0	48.0	87.0	flash	Bellevue High School
2026-09-02T12:42:00	0.398	12	30.1676	40.0	24.0	84.4	100.0	44.0	85.8	flash	Bellevue High School
2026-09-02T12:42:30	0.564	17	30.1676	60.0	34.0	85.4	80.0	42.0	85.4	flash	Bellevue High School
2026-09-02T12:43:00	0.530	16	30.1676	60.0	32.0	84.2	160.0	38.0	85.8	flash	Bellevue High School
2026-09-02T12:43:30	0.365	11	30.1676	20.0	22.0	33.4	120.0	38.0	84.0	flash	Bellevue High School
2026-09-02T12:44:00	0.829	25	30.1676	40.0	50.0	34.2	140.0	50.0	34.2	flash	Bellevue High School
2026-09-02T12:44:30	9.162	268	29.2514	20.0	538.0	84.0	5200.0	556.0	84.8	flash	Bellevue High School
2026-09-02T12:45:00	0.593	18	30.3352	20.0	36.0	82.2	120.0	554.0	85.2	flash	Bellevue High School
2026-09-02T12:45:30	0.494	15	30.3352	40.0	30.0	83.2	80.0	40.0	83.8	flash	Bellevue High School
2026-09-02T12:46:00	0.648	19	29.324	40.0	40.0	84.6	120.0	40.0	84.6	flash	Bellevue High School
2026-09-02T12:46:30	0.297	9	30.3352	0.0	18.0	82.0	100.0	44.0	84.8	flash	Bellevue High School
2026-09-02T12:47:00	0.923	28	30.3352	40.0	56.0	85.2	100.0	56.0	85.6	flash	Bellevue High School
2026-09-02T12:47:30	0.477	14	29.324	40.0	28.0	85.0	80.0	58.0	85.4	flash	Bellevue High School
2026-09-02T12:48:00	0.462	14	30.3352	40.0	28.0	84.4	80.0	30.0	84.8	flash	Bellevue High School
2026-09-02T12:48:30	0.297	9	30.3352	20.0	18.0	83.8	80.0	30.0	84.6	flash	Bellevue High School
2026-09-02T12:49:00	0.546	16	29.324	40.0	32.0	82.2	120.0	34.0	84.0	flash	Bellevue High School
2026-09-02T12:49:30	0.758	23	30.3352	60.0	46.0	33.0	100.0	46.0	83.2	flash	Bellevue High School
2026-09-02T12:50:00	0.527	16	30.3352	20.0	32.0	32.6	140.0	54.0	33.6	flash	Bellevue High School
2026-09-02T12:50:30	52.551	1541	29.324	0.0	3082.0	338.0	30740.0	3086.0	338.4	flash	Bellevue High School
2026-09-02T12:51:00	0.956	29	30.3352	40.0	58.0	339.8	140.0	3114.0	340.6	flash	Bellevue High School
2026-09-02T12:51:30	0.396	12	30.3352	0.0	24.0	340.4	100.0	58.0	340.4	flash	Bellevue High School
2026-09-02T12:52:00	0.443	13	29.324	20.0	26.0	337.4	100.0	30.0	341.0	flash	Bellevue High School
2026-09-02T12:52:30	0.857	26	30.3352	40.0	52.0	339.8	100.0	54.0	339.8	flash	Bellevue High School
2026-09-02T12:53:00	0.725	22	30.3352	0.0	44.0	341.4	240.0	58.0	342.4	flash	Bellevue High School
2026-09-02T12:53:30	9.242	271	29.324	20.0	542.0	393.8	5200.0	550.0	394.6	flash	Bellevue High School
2026-09-02T12:54:00	0.791	24	30.3352	20.0	48.0	395.4	180.0	546.0	395.6	flash	Bellevue High School
2026-09-02T12:54:30	0.593	18	30.3352	0.0	36.0	394.4	160.0	58.0	395.8	flash	Bellevue High School
2026-09-02T12:55:00	0.614	18	29.324	0.0	36.0	394.8	160.0	46.0	395.2	flash	Bellevue High School
2026-09-02T12:55:30	0.593	18	30.3352	60.0	36.0	90.2	160.0	50.0	397.4	flash	Bellevue High School
2026-09-02T12:56:00	0.659	20	30.3352	0.0	40.0	88.4	160.0	54.0	91.2	flash	Bellevue High School
2026-09-02T12:56:30	9.548	280	29.324	20.0	560.0	142.0	5280.0	562.0	142.4	flash	Bellevue High School
2026-09-02T12:57:00	0.527	16	30.3352	20.0	32.0	142.6	80.0	560.0	143.4	flash	Bellevue High School
2026-09-02T12:57:30	0.692	21	30.3352	0.0	42.0	141.6	100.0	46.0	143.0	flash	Bellevue High School
2026-09-02T12:58:00	0.750	22	29.324	20.0	44.0	141.6	100.0	50.0	142.0	flash	Bellevue High School
2026-09-02T12:58:30	0.462	14	30.3352	20.0	28.0	90.2	100.0	46.0	142.0	flash	Bellevue High School
2026-09-02T12:59:00	0.593	18	30.3352	80.0	36.0	89.0	160.0	36.0	90.4	flash	Bellevue High School
2026-09-02T12:59:30	9.378	275	29.324	0.0	552.0	140.4	5140.0	570.0	140.4	flash	Bellevue High School
2026-09-02T13:00:00	0.494	15	30.3352	0.0	30.0	139.8	120.0	562.0	141.4	flash	Bellevue High School
2026-09-02T13:00:30	0.560	17	30.3352	60.0	34.0	139.6	120.0	34.0	140.0	flash	Bellevue High School
2026-09-02T13:01:00	0.682	20	29.324	0.0	42.0	139.6	100.0	64.0	140.8	flash	Bellevue High School
2026-09-02T13:01:30	0.560	17	30.3352	0.0	34.0	87.0	100.0	44.0	140.0	flash	Bellevue High School
2026-09-02T13:02:00	0.494	15	30.3352	0.0	30.0	86.8	160.0	40.0	88.4	flash	Bellevue High School
2026-09-02T13:02:30	0.853	25	29.324	0.0	50.0	87.6	160.0	52.0	88.0	flash	Bellevue High School
2026-09-02T13:03:00	0.429	13	30.3352	0.0	26.0	85.8	80.0	64.0	88.0	flash	Bellevue High School
2026-09-02T13:03:30	0.494	15	30.3352	0.0	30.0	86.0	140.0	46.0	88.0	flash	Bellevue High School
2026-09-02T13:04:00	0.716	21	29.324	0.0	42.0	86.8	160.0	44.0	88.6	flash	Bellevue High School
2026-09-02T13:04:30	0.758	23	30.3352	20.0	46.0	36.2	160.0	46.0	87.6	flash	Bellevue High School
2026-09-02T13:05:00	0.692	21	30.3352	40.0	42.0	37.4	120.0	56.0	37.4	flash	Bellevue High School
2026-09-02T13:05:30	0.853	25	29.324	40.0	50.0	39.2	160.0	60.0	40.6	flash	Bellevue High School
2026-09-02T13:06:00	0.725	22	30.3352	120.0	44.0	39.4	180.0	52.0	39.4	flash	Bellevue High School
2026-09-02T13:06:30	1.154	35	30.3352	20.0	70.0	43.0	200.0	80.0	43.0	flash	Bellevue High School
2026-09-02T13:07:00	0.853	25	29.324	0.0	50.0	45.0	320.0	78.0	46.4	flash	Bellevue High School
2026-09-02T13:07:30	0.725	22	30.3352	20.0	44.0	44.4	140.0	62.0	47.2	flash	Bellevue High School
2026-09-02T13:08:00	0.330	10	30.3352	0.0	20.0	43.8	60.0	50.0	44.4	flash	Bellevue High School
2026-09-02T13:08:30	9.358	274	29.2793	60.0	548.0	95.6	5160.0	548.0	95.6	flash	Bellevue High School
2026-09-02T13:09:00	0.398	12	30.1676	0.0	24.0	93.8	60.0	552.0	95.6	flash	Bellevue High School
2026-09-02T13:09:30	0.597	18	30.1676	20.0	36.0	92.8	180.0	36.0	94.2	flash	Bellevue High School
2026-09-02T13:10:00	0.431	13	30.1676	40.0	26.0	91.2	140.0	40.0	93.2	flash	Bellevue High School
2026-09-02T13:10:30	0.663	20	30.1676	60.0	40.0	90.2	120.0	48.0	91.8	flash	Bellevue High School
2026-09-02T13:11:00	0.630	19	30.1676	40.0	38.0	89.6	100.0	48.0	92.2	flash	Bellevue High School
2026-09-02T13:11:30	9.347	273	29.2067	20.0	548.0	137.2	5180.0	548.0	138.0	flash	Bellevue High School
2026-09-02T13:12:00	0.429	13	30.3352	100.0	26.0	134.8	100.0	548.0	137.6	flash	Bellevue High School
2026-09-02T13:12:30	0.560	17	30.3352	0.0	34.0	133.8	120.0	44.0	136.2	flash	Bellevue High School
2026-09-02T13:13:00	0.512	15	29.324	0.0	30.0	134.8	120.0	34.0	135.4	flash	Bellevue High School
2026-09-02T13:13:30	0.429	13	30.3352	0.0	26.0	82.6	80.0	38.0	135.4	flash	Bellevue High School
2026-09-02T13:14:00	0.560	17	30.3352	20.0	34.0	83.6	200.0	34.0	83.6	flash	Bellevue High School
2026-09-02T13:14:30	0.818	24	29.324	60.0	48.0	84.8	160.0	60.0	85.2	flash	Bellevue High School
2026-09-02T13:15:00	0.725	22	30.3352	0.0	44.0	86.6	100.0	54.0	88.0	flash	Bellevue High School
2026-09-02T13:15:30	1.022	31	30.3352	20.0	62.0	88.8	200.0	62.0	89.2	flash	Bellevue High School
2026-09-02T13:16:00	0.443	13	29.324	60.0	26.0	87.8	100.0	60.0	88.8	flash	Bellevue High School
2026-09-02T13:16:30	0.462	14	30.3352	0.0	28.0	35.8	80.0	34.0	88.0	flash	Bellevue High School
2026-09-02T13:17:00	0.593	18	30.3352	0.0	36.0	36.8	100.0	42.0	37.8	flash	Bellevue High School
2026-09-02T13:17:30	0.682	20	29.324	0.0	40.0	37.4	160.0	48.0	37.6	flash	Bellevue High School
2026-09-02T13:18:00	0.626	19	30.3352	80.0	38.0	38.2	120.0	44.0	38.6	flash	Bellevue High School
2026-09-02T13:18:30	0.462	14	30.3352	0.0	28.0	38.4	100.0	44.0	39.4	flash	Bellevue High School
2026-09-02T13:19:00	0.887	26	29.324	20.0	52.0	40.2	280.0	52.0	41.0	flash	Bellevue High School
2026-09-02T13:19:30	0.593	18	30.3352	20.0	36.0	39.0	100.0	58.0	40.6	flash	Bellevue High School
2026-09-02T13:20:00	1.022	31	30.3352	140.0	62.0	40.8	140.0	62.0	40.8	flash	Bellevue High School
2026-09-02T13:20:30	9.139	268	29.324	0.0	536.0	88.2	5200.0	552.0	89.0	flash	Bellevue High School
2026-09-02T13:21:00	0.527	16	30.3352	40.0	32.0	88.8	80.0	544.0	89.0	flash	Bellevue High School
2026-09-02T13:21:30	0.297	9	30.3352	80.0	18.0	87.8	80.0	32.0	89.4	flash	Bellevue High School
2026-09-02T13:22:00	0.512	15	29.324	40.0	32.0	87.2	80.0	38.0	88.0	flash	Bellevue High School
2026-09-02T13:22:30	0.527	16	30.3352	20.0	32.0	86.4	140.0	42.0	87.2	flash	Bellevue High School
2026-09-02T13:23:00	0.396	12	30.3352	80.0	24.0	85.0	120.0	36.0	86.6	flash	Bellevue High School
2026-09-02T13:23:30	0.307	9	29.324	0.0	22.0	84.0	60.0	36.0	85.0	flash	Bellevue High School
2026-09-02T13:24:00	0.626	19	30.3352	180.0	38.0	82.6	180.0	38.0	84.2	flash	Bellevue High School
2026-09-02T13:24:30	0.692	21	30.3352	120.0	42.0	83.2	220.0	50.0	83.2	flash	Bellevue High School
2026-09-02T13:25:00	0.580	17	29.324	100.0	44.0	80.4	120.0	44.0	82.4	flash	Bellevue High School
2026-09-02T13:25:30	0.824	25	30.3352	80.0	50.0	31.8	100.0	54.0	82.2	flash	Bellevue High School
2026-09-02T13:26:00	0.396	12	30.3352	20.0	24.0	31.0	100.0	52.0	32.2	flash	Bellevue High School
2026-09-02T13:26:30	26.906	789	29.324	15420.0	1578.0	187.2	15420.0	1578.0	187.4	flash	Bellevue High School
2026-09-02T13:27:00	0.857	26	30.3352	40.0	52.0	189.2	180.0	1592.0	189.6	flash	Bellevue High School
2026-09-02T13:27:30	0.692	21	30.3352	20.0	42.0	190.2	160.0	62.0	191.2	flash	Bellevue High School
2026-09-02T13:28:00	0.443	13	29.324	60.0	26.0	190.8	100.0	44.0	191.4	flash	Bellevue High School
2026-09-02T13:28:30	0.396	12	30.3352	0.0	24.0	191.0	60.0	32.0	191.0	flash	Bellevue High School
2026-09-02T13:29:00	0.593	18	30.3352	0.0	36.0	190.8	140.0	46.0	192.6	flash	Bellevue High School
2026-09-02T13:29:30	0.682	20	29.324	20.0	40.0	191.6	160.0	40.0	192.0	flash	Bellevue High School
2026-09-02T13:30:00	0.725	22	30.3352	40.0	44.0	191.6	140.0	62.0	192.4	flash	Bellevue High School
2026-09-02T13:30:30	0.494	15	30.3352	40.0	30.0	189.6	140.0	48.0	192.0	flash	Bellevue High School
2026-09-02T13:31:00	0.546	16	29.324	100.0	32.0	190.4	100.0	32.0	190.4	flash	Bellevue High School
2026-09-02T13:31:30	0.857	26	30.3352	120.0	52.0	37.8	120.0	58.0	191.0	flash	Bellevue High School
2026-09-02T13:32:00	0.560	17	30.3352	0.0	34.0	36.0	120.0	62.0	38.2	flash	Bellevue High School
2026-09-02T13:32:30	9.207	270	29.324	5220.0	540.0	85.8	5220.0	540.0	85.8	flash	Bellevue High School
2026-09-02T13:33:00	0.560	17	30.3352	20.0	34.0	86.6	5140.0	554.0	87.0	flash	Bellevue High School
2026-09-02T13:33:30	0.593	18	30.3352	60.0	36.0	87.8	120.0	40.0	88.0	flash	Bellevue High School
2026-09-02T13:34:00	0.853	25	29.324	40.0	54.0	89.2	120.0	56.0	89.2	flash	Bellevue High School
2026-09-02T13:34:30	0.560	17	30.3352	80.0	34.0	88.6	160.0	58.0	90.6	flash	Bellevue High School
2026-09-02T13:35:00	1.319	40	30.3352	0.0	80.0	92.2	220.0	88.0	93.0	flash	Bellevue High School
2026-09-02T13:35:30	0.477	14	29.324	0.0	28.0	92.0	120.0	82.0	92.8	flash	Bellevue High School
2026-09-02T13:36:00	0.725	22	30.3352	100.0	44.0	93.2	200.0	44.0	93.6	flash	Bellevue High School
2026-09-02T13:36:30	0.429	13	30.3352	0.0	26.0	90.6	140.0	48.0	94.4	flash	Bellevue High School
2026-09-02T13:37:00	0.560	17	30.3352	100.0	34.0	90.6	100.0	34.0	91.0	flash	Bellevue High School
2026-09-02T13:37:30	0.580	17	29.324	20.0	34.0	40.0	120.0	44.0	92.0	flash	Bellevue High School
2026-09-02T13:38:00	0.198	6	30.3352	0.0	12.0	37.8	40.0	36.0	40.2	flash	Bellevue High School
2026-09-02T13:38:30	0.560	17	30.3352	60.0	34.0	37.6	100.0	34.0	38.4	flash	Bellevue High School
2026-09-02T13:39:00	0.989	29	29.324	60.0	60.0	38.4	200.0	66.0	40.2	flash	Bellevue High School
2026-09-02T13:39:30	0.659	20	30.3352	40.0	40.0	39.0	180.0	64.0	39.8	flash	Bellevue High School
2026-09-02T13:40:00	0.560	17	30.3352	40.0	34.0	34.4	80.0	36.0	39.0	flash	Bellevue High School
2026-09-02T13:40:30	0.580	17	29.324	120.0	34.0	35.0	120.0	36.0	35.0	flash	Bellevue High School
2026-09-02T13:41:00	0.560	17	30.3352	100.0	34.0	34.0	100.0	46.0	35.4	flash	Bellevue High School
2026-09-02T13:41:30	0.527	16	30.3352	80.0	32.0	34.6	120.0	40.0	34.6	flash	Bellevue High School
2026-09-02T13:42:00	26.702	783	29.324	20.0	1568.0	187.8	15440.0	1574.0	189.2	flash	Bellevue High School
2026-09-02T13:42:30	0.527	16	30.3352	20.0	32.0	187.6	140.0	1566.0	188.6	flash	Bellevue High School
2026-09-02T13:43:00	0.824	25	30.3352	60.0	50.0	191.4	100.0	52.0	191.4	flash	Bellevue High School
2026-09-02T13:43:30	0.614	18	29.324	140.0	36.0	191.8	160.0	52.0	192.0	flash	Bellevue High School
2026-09-02T13:44:00	0.725	22	30.3352	100.0	44.0	190.2	100.0	60.0	192.2	flash	Bellevue High School
2026-09-02T13:44:30	0.231	7	30.3352	0.0	14.0	187.6	140.0	48.0	190.0	flash	Bellevue High School
2026-09-02T13:45:00	0.614	18	29.324	0.0	36.0	187.8	100.0	36.0	188.8	flash	Bellevue High School
2026-09-02T13:45:30	0.758	23	30.3352	40.0	46.0	189.0	140.0	46.0	190.2	flash	Bellevue High School
2026-09-02T13:46:00	0.659	20	30.3352	40.0	40.0	189.6	180.0	72.0	191.0	flash	Bellevue High School
2026-09-02T13:46:30	0.955	28	29.324	40.0	60.0	192.2	140.0	60.0	192.6	flash	Bellevue High School
2026-09-02T13:47:00	0.890	27	30.3352	40.0	54.0	40.8	200.0	62.0	192.2	flash	Bellevue High School
2026-09-02T13:47:30	0.857	26	30.3352	40.0	52.0	42.8	160.0	60.0	43.0	flash	Bellevue High School
2026-09-02T13:48:00	18.074	530	29.324	20.0	1060.0	143.8	10260.0	1074.0	145.4	flash	Bellevue High School
2026-09-02T13:48:30	0.527	16	30.3352	20.0	32.0	143.4	100.0	1060.0	146.0	flash	Bellevue High School
2026-09-02T13:49:00	0.824	25	30.3352	20.0	50.0	144.0	160.0	54.0	145.2	flash	Bellevue High School
2026-09-02T13:49:30	0.546	16	29.324	80.0	32.0	145.8	100.0	48.0	145.8	flash	Bellevue High School
2026-09-02T13:50:00	0.626	19	30.3352	40.0	38.0	146.0	100.0	48.0	146.6	flash	Bellevue High School
2026-09-02T13:50:30	0.231	7	30.3352	0.0	14.0	142.8	80.0	36.0	146.4	flash	Bellevue High School
2026-09-02T13:51:00	18.244	535	29.324	60.0	1070.0	246.2	10260.0	1072.0	246.6	flash	Bellevue High School
2026-09-02T13:51:30	0.659	20	30.3352	100.0	40.0	244.2	160.0	1072.0	245.8	flash	Bellevue High School
2026-09-02T13:52:00	0.692	21	30.3352	0.0	42.0	243.0	160.0	52.0	244.4	flash	Bellevue High School
2026-09-02T13:52:30	0.477	14	29.324	60.0	28.0	240.6	120.0	44.0	242.6	flash	Bellevue High School
2026-09-02T13:53:00	0.297	9	30.3352	40.0	18.0	136.4	60.0	32.0	240.6	flash	Bellevue High School
2026-09-02T13:53:30	0.791	24	30.3352	20.0	48.0	138.0	160.0	52.0	138.2	flash	Bellevue High School
2026-09-02T13:54:00	0.341	10	29.324	80.0	20.0	135.0	80.0	48.0	137.8	flash	Bellevue High School
2026-09-02T13:54:30	1.385	42	30.3352	160.0	84.0	140.2	220.0	84.0	140.6	flash	Bellevue High School
2026-09-02T13:55:00	0.330	10	30.3352	0.0	20.0	138.4	60.0	84.0	140.0	flash	Bellevue High School
2026-09-02T13:55:30	0.921	27	29.324	20.0	54.0	142.4	200.0	54.0	142.8	flash	Bellevue High School
2026-09-02T13:56:00	0.626	19	30.3352	20.0	38.0	39.2	100.0	54.0	143.2	flash	Bellevue High School
2026-09-02T13:56:30	0.527	16	30.3352	60.0	32.0	38.4	100.0	40.0	39.2	flash	Bellevue High School
2026-09-02T13:57:00	18.415	540	29.324	0.0	1080.0	142.2	10340.0	1092.0	143.0	flash	Bellevue High School
2026-09-02T13:57:30	0.857	26	30.3352	0.0	52.0	144.6	160.0	1090.0	145.4	flash	Bellevue High School
2026-09-02T13:58:00	0.132	4	30.3352	0.0	8.0	143.6	40.0	52.0	144.6	flash	Bellevue High School
2026-09-02T13:58:30	1.057	31	29.324	20.0	62.0	145.0	260.0	62.0	146.8	flash	Bellevue High School
2026-09-02T13:59:00	0.330	10	30.3352	0.0	20.0	145.0	100.0	62.0	146.0	flash	Bellevue High School
2026-09-02T13:59:30	0.659	20	30.3352	20.0	40.0	140.6	140.0	40.0	145.2	flash	Bellevue High School
2026-09-02T14:00:00	0.614	18	29.324	20.0	36.0	142.2	140.0	44.0	142.2	flash	Bellevue High School
2026-09-02T14:00:30	0.659	20	30.3352	0.0	40.0	140.8	140.0	48.0	142.2	flash	Bellevue High School
2026-09-02T14:01:00	0.527	16	30.3352	40.0	32.0	140.2	120.0	44.0	141.6	flash	Bellevue High School
2026-09-02T14:01:30	0.443	13	29.324	0.0	30.0	139.6	100.0	38.0	141.6	flash	Bellevue High School
2026-09-02T14:02:00	0.462	14	30.3352	0.0	28.0	34.4	100.0	34.0	139.8	flash	Bellevue High School
2026-09-02T14:02:30	1.022	31	30.3352	80.0	62.0	35.4	220.0	62.0	35.4	flash	Bellevue High School
2026-09-02T14:03:00	9.310	273	29.324	20.0	550.0	89.2	5160.0	570.0	89.2	flash	Bellevue High School
2026-09-02T14:03:30	0.429	13	30.3352	0.0	26.0	85.6	120.0	550.0	89.4	flash	Bellevue High School
2026-09-02T14:04:00	0.659	20	30.3352	0.0	40.0	87.6	160.0	40.0	87.6	flash	Bellevue High School
2026-09-02T14:04:30	0.682	20	29.324	20.0	40.0	87.6	180.0	62.0	89.0	flash	Bellevue High School
2026-09-02T14:05:00	0.527	16	30.3352	40.0	32.0	87.2	120.0	40.0	88.0	flash	Bellevue High School
2026-09-02T14:05:30	0.462	14	30.3352	40.0	28.0	86.0	140.0	32.0	87.2	flash	Bellevue High School
2026-09-02T14:06:00	0.580	17	29.324	20.0	36.0	86.6	140.0	50.0	87.2	flash	Bellevue High School
2026-09-02T14:06:30	0.725	22	30.3352	0.0	44.0	88.0	120.0	46.0	88.4	flash	Bellevue High School
2026-09-02T14:07:00	0.462	14	30.3352	40.0	28.0	88.0	100.0	44.0	88.4	flash	Bellevue High School
2026-09-02T14:07:30	0.648	19	29.324	180.0	42.0	86.0	180.0	42.0	88.2	flash	Bellevue High School
2026-09-02T14:08:00	0.626	19	30.3352	40.0	38.0	34.8	200.0	54.0	86.6	flash	Bellevue High School
2026-09-02T14:08:30	0.857	26	30.3352	0.0	52.0	37.4	220.0	56.0	37.4	flash	Bellevue High School
2026-09-02T14:09:00	0.580	17	29.324	0.0	34.0	36.8	80.0	64.0	38.4	flash	Bellevue High School
2026-09-02T14:09:30	0.923	28	30.3352	20.0	56.0	38.4	200.0	60.0	38.4	flash	Bellevue High School
2026-09-02T14:10:00	0.593	18	30.3352	20.0	36.0	38.8	140.0	60.0	39.0	flash	Bellevue High School
2026-09-02T14:10:30	0.750	22	29.324	60.0	44.0	40.6	200.0	58.0	41.8	flash	Bellevue High School
2026-09-02T14:11:00	0.363	11	30.3352	20.0	22.0	39.2	100.0	54.0	40.8	flash	Bellevue High School
2026-09-02T14:11:30	0.659	20	30.3352	40.0	40.0	38.8	160.0	42.0	39.8	flash	Bellevue High School
2026-09-02T14:12:00	17.897	523	29.2235	0.0	1046.0	141.0	10280.0	1064.0	141.8	flash	Bellevue High School
2026-09-02T14:12:30	0.564	17	30.1676	0.0	34.0	140.2	180.0	1052.0	142.2	flash	Bellevue High School
2026-09-02T14:13:00	0.862	26	30.1676	60.0	52.0	141.6	140.0	52.0	143.0	flash	Bellevue High School
2026-09-02T14:13:30	0.166	5	30.1676	20.0	10.0	137.4	40.0	52.0	141.8	flash	Bellevue High School
2026-09-02T14:14:00	0.431	13	30.1676	0.0	26.0	136.6	100.0	32.0	137.8	flash	Bellevue High School
2026-09-02T14:14:30	0.630	19	30.1676	120.0	38.0	134.8	180.0	38.0	136.8	flash	Bellevue High School
2026-09-02T14:15:00	18.351	537	29.2626	40.0	1080.0	238.6	10300.0	1092.0	239.6	flash	Bellevue High School
2026-09-02T14:15:30	0.659	20	30.3352	0.0	40.0	238.2	200.0	1076.0	238.8	flash	Bellevue High School
2026-09-02T14:16:00	0.890	27	30.3352	80.0	54.0	241.4	180.0	58.0	241.4	flash	Bellevue High School
2026-09-02T14:16:30	0.614	18	29.324	20.0	38.0	241.0	100.0	70.0	242.4	flash	Bellevue High School
2026-09-02T14:17:00	0.989	30	30.3352	80.0	60.0	142.4	160.0	60.0	242.0	flash	Bellevue High School
2026-09-02T14:17:30	0.659	20	30.3352	160.0	40.0	143.0	160.0	68.0	143.0	flash	Bellevue High School
2026-09-02T14:18:00	0.612	18	29.419	0.0	36.0	141.6	120.0	52.0	144.0	flash	Bellevue High School
2026-09-02T14:18:30	0.426	13	30.5028	0.0	26.0	143.0	120.0	36.0	143.2	flash	Bellevue High School
2026-09-02T14:19:00	0.814	24	29.486	60.0	48.0	145.2	120.0	48.0	145.2	flash	Bellevue High School
2026-09-02T14:19:30	0.787	24	30.5028	20.0	48.0	146.8	200.0	58.0	148.6	flash	Bellevue High School
2026-09-02T14:20:00	0.509	15	29.486	160.0	30.0	41.8	160.0	48.0	146.2	flash	Bellevue High School
2026-09-02T14:20:30	0.525	16	30.5028	80.0	32.0	41.0	140.0	42.0	43.2	flash	Bellevue High School
